date,open,high,low,close,volume
2023-01-03,378.593782,383.847147,372.192051,377.429256,8743784
2023-01-04,375.212880,379.584112,374.018587,378.379739,19575310
2023-01-05,377.556724,379.361367,370.328371,372.106966,32474891
2023-01-06,373.140658,381.066988,369.058013,376.942743,14273636
2023-01-09,376.956384,379.740604,376.465854,379.247093,46681710
2023-01-10,378.225886,381.180164,375.430880,378.383990,68838362
2023-01-11,378.385937,380.563146,375.283383,377.455236,17415664
2023-01-12,377.195856,383.221534,372.612943,378.621301,61968505
2023-01-13,377.836684,381.620859,374.058427,377.842543,52417895
2023-01-16,376.825638,381.875937,372.161524,377.207101,13198290
2023-01-17,377.568050,383.712182,373.671302,379.792476,63480140
2023-01-18,379.263785,386.427878,374.555475,381.689456,53723146
2023-01-19,378.721366,383.215799,377.120511,381.602764,11035536
2023-01-20,381.525074,385.776357,377.192429,381.442796,67990000
2023-01-23,380.840839,386.145999,376.837725,382.129341,34824114
2023-01-24,381.519662,385.318886,376.370837,380.156487,53609114
2023-01-25,380.202649,383.324053,375.799401,378.910194,47419987
2023-01-26,378.188529,385.119502,374.016917,380.917785,61982200
2023-01-27,381.041231,382.904684,378.742593,380.603907,57042924
2023-01-30,381.166538,382.037817,375.196896,376.056495,44046241
2023-01-31,375.095173,380.045163,369.632550,374.575684,41083234
2023-02-01,374.093947,381.306639,369.747959,376.927729,35020506
2023-02-02,377.302803,379.803169,373.778704,376.272240,42500707
2023-02-03,376.780969,377.796887,374.886899,375.900443,45918321
2023-02-06,375.940549,383.179757,371.001094,378.210477,8182318
2023-02-07,378.286177,389.847340,373.132082,384.607122,24200276
2023-02-08,384.558987,387.327806,379.527715,382.280126,54357404
2023-02-09,380.963537,388.588954,379.480769,387.082371,13199291
2023-02-10,387.378237,389.363219,380.992650,382.954966,19470176
2023-02-13,383.439638,386.952329,380.182246,383.692787,21414940
2023-02-14,383.692510,385.708582,377.812555,379.808217,65091963
2023-02-15,380.075517,388.740089,375.974807,384.590664,36498364
2023-02-16,385.006939,393.250929,379.417635,387.623638,54584253
2023-02-17,389.363985,394.369485,386.760624,391.750170,33013865
2023-02-20,390.415958,393.241647,385.962633,388.776457,11340823
2023-02-21,389.338335,393.985182,386.682680,391.316037,61109922
2023-02-22,390.809080,395.654942,384.797535,389.628761,22264987
2023-02-23,391.987026,395.459116,384.725770,388.163997,58276056
2023-02-24,388.602240,393.786496,384.903866,390.074114,18910767
2023-02-27,389.568795,398.894556,384.029109,393.301786,11541149
2023-02-28,394.361878,399.898544,388.630088,394.163975,43895540
2023-03-01,393.433532,395.906661,389.615076,392.079694,43982194
2023-03-02,392.102124,394.402528,387.028620,389.312659,25281665
2023-03-03,388.512462,395.453420,387.617317,394.544377,51659119
2023-03-06,396.112417,401.182781,391.735133,396.797921,27830532
2023-03-07,397.279662,403.397271,393.420468,399.516349,44408850
2023-03-08,399.695177,410.631555,396.710247,407.587683,30272112
2023-03-09,407.342096,411.381830,400.733458,404.747459,48717826
2023-03-10,403.146270,420.403597,397.230754,414.324066,22077988
2023-03-13,414.357528,431.066177,409.814227,426.390933,68178294
2023-03-14,426.008229,433.828258,424.994655,432.798528,14091612
2023-03-15,430.347672,440.702451,425.890598,436.184922,36033473
2023-03-16,437.857423,440.125822,431.491470,433.738530,35544960
2023-03-17,432.692899,440.610719,429.906291,437.791276,53471069
2023-03-20,436.539650,438.866508,433.878066,436.203130,16722682
2023-03-21,437.665493,442.984574,430.968678,436.270809,28830270
2023-03-22,436.721438,437.978977,434.030853,435.284253,59119538
2023-03-23,434.598609,440.557458,430.609427,436.550361,24418432
2023-03-24,437.735248,442.944100,436.596913,441.795207,18690086
2023-03-27,442.832564,445.990441,436.609653,439.745516,40920186
2023-03-28,439.017301,440.004996,435.034453,436.015395,16678674
2023-03-29,436.374496,438.826212,429.820089,432.248625,11255242
2023-03-30,431.993804,432.701563,427.945884,428.648162,18272581
2023-03-31,429.239274,430.888711,421.684085,423.310740,9157933
2023-04-03,425.594470,430.096583,415.551001,419.993869,55734827
2023-04-04,419.309479,428.172213,416.239018,425.059646,27800227
2023-04-05,424.740547,429.737456,417.968191,422.943963,19282300
2023-04-06,422.848788,425.492154,421.432905,424.072175,49573944
2023-04-07,423.075895,424.736024,417.953403,419.599892,12156446
2023-04-10,420.547409,425.309840,415.627532,420.388160,29421005
2023-04-11,422.567375,427.668075,409.000860,413.998124,31496667
2023-04-12,414.349934,418.880268,407.047071,411.546757,61269293
2023-04-13,409.937346,424.975463,405.209148,420.129707,25142726
2023-04-14,419.259487,423.571839,413.777280,418.077475,21205669
2023-04-17,419.352951,427.101528,414.746315,422.460752,47840209
2023-04-18,422.546940,428.328088,418.578697,424.342977,41837920
2023-04-19,423.721992,425.501488,422.128656,423.907455,43327489
2023-04-20,421.980423,424.358749,419.198333,421.574370,53610663
2023-04-21,422.686907,428.045815,421.288953,426.634804,49144841
2023-04-24,427.681599,433.502714,420.303723,426.103356,65833985
2023-04-25,426.645736,435.322196,423.516525,432.152596,36834871
2023-04-26,431.252332,435.866567,424.919515,429.515163,42892442
2023-04-27,430.171114,433.553400,426.507253,429.887306,37144969
2023-04-28,429.340824,437.246380,423.968967,431.843212,44672559
2023-05-01,430.315168,437.733189,426.060601,433.447651,26184146
2023-05-02,433.952365,438.533519,424.284358,428.811237,62089249
2023-05-03,430.542568,432.296920,424.667785,426.405278,43582065
2023-05-04,427.051830,431.691807,421.176437,425.802843,22784052
2023-05-05,423.398896,427.295606,418.801525,422.691727,59613137
2023-05-08,425.459513,429.511756,421.373251,425.425167,51322735
2023-05-09,425.329382,430.044318,423.130279,427.832274,55301439
2023-05-10,428.939749,433.297024,416.238029,420.509670,69650409
2023-05-11,418.877455,422.684881,410.115584,413.877563,25266411
2023-05-12,414.754564,419.452573,404.638580,409.274516,18483639
2023-05-15,408.598682,411.252218,407.200833,409.850088,45427045
2023-05-16,408.587501,423.312519,402.963462,417.564911,49729795
2023-05-17,415.339466,419.881652,411.742050,416.276124,20433085
2023-05-18,415.331666,419.630373,413.074622,417.362293,22857755
2023-05-19,417.808677,422.184156,409.202024,413.532723,60019474
2023-05-22,413.103232,417.641568,405.296287,409.798314,32376171
2023-05-23,412.387206,417.794946,397.502044,402.783853,46485530
2023-05-24,402.631962,407.076005,398.380044,402.822079,10351381
2023-05-25,402.846840,412.395190,396.917158,406.413016,30682836
2023-05-26,407.966161,409.664791,403.564831,405.252162,22560309
2023-05-29,405.072901,414.582311,401.065688,410.521200,13774395
2023-05-30,410.627903,415.415334,406.616908,411.396828,45330355
2023-05-31,411.800301,416.843077,406.368049,411.405997,65565651
2023-06-01,412.239418,416.881627,408.838310,413.470363,42350351
2023-06-02,414.267436,418.351652,411.357343,415.433369,61790280
2023-06-05,416.471742,421.841094,414.540600,419.894082,18603617
2023-06-06,418.081778,420.100285,415.006921,417.020302,24238830
2023-06-07,416.553897,422.637308,402.695477,408.663657,24456437
2023-06-08,409.852252,410.607057,408.475458,409.229116,48143219
2023-06-09,409.424774,409.965584,406.587165,407.124937,62231402
2023-06-12,406.864977,411.869508,402.166819,407.167852,58286599
2023-06-13,405.902140,416.662592,402.755406,413.457287,28101806
2023-06-14,415.670503,420.544671,404.715077,409.517090,17227841
2023-06-15,408.988006,416.549654,404.962756,412.489938,9061196
2023-06-16,413.178440,417.542704,411.807640,416.162006,45190091
2023-06-19,414.240635,422.571003,409.748352,418.037544,43673788
2023-06-20,416.845699,426.617340,412.698587,422.414821,8282469
2023-06-21,419.805071,425.921187,414.719318,420.823102,47757696
2023-06-22,420.454272,424.741237,414.130278,418.396259,36153247
2023-06-23,420.247722,427.317857,415.430203,422.474807,58032216
2023-06-26,423.074684,431.621991,416.857777,425.371335,61754874
2023-06-27,424.959601,436.833955,419.085857,430.878402,17497881
2023-06-28,428.877986,436.821443,423.944323,431.853551,38116064
2023-06-29,431.477811,443.571342,426.351825,438.363553,51348579
2023-06-30,438.711164,443.385901,432.744326,437.405146,45649067
2023-07-03,439.044242,443.414447,429.088475,433.402523,35838869
2023-07-04,433.057820,438.456300,420.371481,425.677964,31867467
2023-07-05,424.556400,426.367155,419.828512,421.626772,49541646
2023-07-06,422.926277,425.396088,422.425371,424.892854,42851086
2023-07-07,425.418108,427.114691,417.801592,419.474472,35899566
2023-07-10,419.193474,421.833967,415.283942,417.916391,36886974
2023-07-11,419.493922,428.085533,417.504016,426.064459,49360399
2023-07-12,427.293870,431.923600,424.856966,429.474260,69144542
2023-07-13,431.713514,440.774672,427.591330,436.605775,30627572
2023-07-14,435.600710,437.412950,431.077380,432.878294,57426165
2023-07-17,431.869147,433.647662,421.803748,423.547995,45047011
2023-07-18,425.343236,433.260846,421.637034,429.518264,58943234
2023-07-19,430.062847,431.901512,422.410368,424.224070,53534330
2023-07-20,422.077431,429.842847,416.986443,424.719986,23605998
2023-07-21,425.294209,426.885445,424.109494,425.699600,48072062
2023-07-24,426.849815,429.969383,419.141545,422.227330,17146143
2023-07-25,423.441658,429.466316,422.307118,428.318708,36939501
2023-07-26,427.613680,440.853244,421.346227,434.485078,14160713
2023-07-27,432.166879,441.990715,427.030860,436.799639,19302779
2023-07-28,435.829832,437.753133,434.915399,436.836587,40350084
2023-07-31,437.184189,440.723739,434.207314,437.743059,48580569
2023-08-01,438.506178,439.102146,433.009181,433.598479,37231827
2023-08-02,432.908173,435.830567,429.896237,432.818023,15997861
2023-08-03,433.258352,438.532434,427.295241,432.560833,59252871
2023-08-04,434.059962,436.123320,427.364772,429.406007,34459026
2023-08-07,427.733019,436.563984,424.064908,432.851974,51774703
2023-08-08,433.003198,436.437552,424.089441,427.479988,55985011
2023-08-09,425.789126,430.165600,421.512650,425.888129,67560072
2023-08-10,428.060555,433.181613,412.491365,417.485914,50285131
2023-08-11,417.961447,421.941966,415.532072,419.503627,58049357
2023-08-14,419.411890,426.852819,415.055365,422.464585,42753413
2023-08-15,421.526020,430.479833,416.073082,424.982186,46303325
2023-08-16,424.373632,437.166368,423.671223,436.443981,41028022
2023-08-17,437.503139,446.178331,431.667396,440.305212,36753344
2023-08-18,441.506532,447.177025,431.131667,436.740953,30923487
2023-08-21,433.311623,452.955218,428.023033,447.493538,67312941
2023-08-22,447.833092,452.399439,439.430846,443.957676,35617044
2023-08-23,446.806297,447.843303,446.240497,447.276907,37097651
2023-08-24,446.115455,452.789295,443.784745,450.436012,23697697
2023-08-25,447.441141,453.190682,441.295811,447.040200,39567284
2023-08-28,444.443433,456.927690,440.439518,452.848060,57781634
2023-08-29,452.425187,455.601945,451.282959,454.454593,18681939
2023-08-30,455.347336,459.822357,452.490835,456.955767,54294813
2023-08-31,458.274562,462.876674,449.781530,454.344172,25522758
2023-09-01,453.695854,460.601667,452.967129,459.863037,39065225
2023-09-04,459.980330,466.859587,449.646514,456.473322,16692177
2023-09-05,457.324247,458.730678,447.997537,449.379536,61385590
2023-09-06,448.478407,461.344614,442.564084,455.339806,61058995
2023-09-07,456.427771,461.452297,448.758103,453.753186,37820793
2023-09-08,453.026651,457.271634,449.851701,454.089238,17845863
2023-09-11,452.677485,464.597774,450.306747,462.177285,58028348
2023-09-12,460.575801,471.936308,455.799414,467.092342,41684203
2023-09-13,467.937126,476.896940,460.993847,469.924176,60526564
2023-09-14,469.091265,477.687303,466.076734,474.637132,61645111
2023-09-15,475.941514,478.054407,469.610544,471.704628,40508639
2023-09-18,468.566532,481.476087,462.256992,475.078854,21426713
2023-09-19,474.397580,480.887052,473.537101,480.016382,53382721
2023-09-20,479.946929,490.140310,473.315382,483.460218,69638515
2023-09-21,483.176328,485.991358,479.929247,482.741745,49762325
2023-09-22,481.388176,485.864437,462.553831,466.895328,23583723
